age,gender,marital_status,dependents,education,self_employed,income_annual,loan_amount,loan_amount_term,credit_history,property_area,loan_grade,debt_to_income_ratio,delinquencies_2yrs,open_accounts,total_accounts,risk_score,default,application_date
37,Female,Single,0,Graduate,Yes,17581,17176,24,1,Semiurban,A,0.208129078977554,1,7,6,484,1,2023-05-02
47,Male,Married,2,Not Graduate,No,38271,34092,24,1,Rural,A,0.3232679924781361,0,4,9,553,0,2023-01-31
24,Male,Widowed,1,Graduate,No,27749,7461,48,1,Rural,C,0.1518465512447361,1,2,10,482,1,2023-11-17
40,Female,Married,0,Not Graduate,No,23686,4953,48,1,Semiurban,D,0.05184124313067813,0,5,10,487,1,2023-10-22
29,Male,Married,2,Not Graduate,No,70826,89075,36,0,Semiurban,C,0.060834373271730836,0,5,16,308,1,2023-06-07
33,Female,Married,1,Graduate,No,26067,8799,36,1,Rural,B,0.09444438780601562,1,4,10,559,1,2023-02-23
35,Male,Single,0,Graduate,No,26187,10828,24,1,Rural,B,0.059394632785413376,0,6,10,512,1,2023-08-03
19,Male,Married,1,Graduate,No,23141,32641,12,1,Rural,C,0.227671734154544,1,4,6,497,1,2023-02-24
27,Male,Single,1,Not Graduate,No,21075,27451,36,1,Semiurban,A,0.1404062596668942,0,4,12,351,1,2023-04-28
48,Male,Married,0,Graduate,No,27632,39476,24,1,Rural,B,0.1695156426218754,1,3,10,636,0,2023-11-17
43,Male,Single,1,Graduate,No,26957,35636,36,1,Rural,C,0.132082554522712,0,2,10,571,0,2023-09-17
34,Female,Divorced,1,Graduate,No,20051,26650,48,1,Rural,B,0.25167790892934694,1,5,7,448,0,2023-10-02
37,Female,Single,1,Graduate,Yes,35821,18105,24,1,Urban,B,0.16849737760737038,1,3,8,610,0,2023-03-09
32,Female,Married,0,Graduate,No,10250,12519,12,1,Semiurban,B,0.19220250194103386,0,5,6,471,1,2023-01-28
48,Female,Married,0,Not Graduate,Yes,38207,27132,60,1,Urban,B,0.2368450231149877,1,5,10,608,0,2023-03-26
32,Male,Married,1,Not Graduate,No,59169,81284,48,1,Semiurban,C,0.2026710519648894,0,8,12,512,1,2023-09-11
37,Female,Married,2,Graduate,No,27851,23022,12,0,Semiurban,D,0.047105911663986755,1,2,11,302,1,2023-11-17
46,Male,Married,1,Graduate,No,43349,53725,12,1,Urban,C,0.0969413387977688,0,10,8,654,1,2023-07-20
27,Female,Married,0,Graduate,No,32007,46845,48,1,Semiurban,A,0.04618587643355271,0,8,2,516,1,2023-10-16
50,Male,Married,0,Not Graduate,No,117708,166065,36,1,Semiurban,D,0.03340736558523844,0,6,6,708,0,2023-07-08
19,Female,Married,0,Graduate,No,59078,30956,48,1,Rural,C,0.2222840226290238,0,3,13,571,1,2023-10-25
51,Female,Married,1,Graduate,No,23547,21690,36,1,Semiurban,E,0.22274754173565772,0,7,2,619,0,2023-12-17
31,Female,Single,1,Graduate,No,69270,43408,60,0,Semiurban,E,0.18842681139432704,0,12,3,312,0,2023-01-31
32,Female,Widowed,2,Not Graduate,No,121248,101237,48,1,Rural,B,0.07214313037649026,0,3,6,591,1,2023-01-06
18,Female,Married,0,Graduate,No,32589,9462,12,0,Semiurban,E,0.07027894757869632,0,7,2,300,1,2023-12-20
30,Female,Single,0,Graduate,No,46323,35214,36,1,Rural,B,0.08341780063170046,1,7,4,511,0,2023-12-09
24,Male,Married,0,Graduate,No,60261,57330,36,1,Urban,B,0.31553829490607055,0,4,11,595,1,2023-02-17
28,Male,Divorced,1,Graduate,No,20749,21903,24,1,Semiurban,A,0.026385370527654356,2,3,8,446,1,2023-09-29
33,Male,Single,0,Graduate,No,14514,12994,12,1,Urban,B,0.03419509455809855,2,4,7,517,1,2023-08-14
44,Male,Married,2,Graduate,No,39331,8525,12,1,Rural,C,0.06347458768345458,0,7,8,650,1,2023-06-10
37,Male,Married,0,Graduate,No,24073,17546,36,1,Rural,E,0.11588370540885969,0,7,4,586,1,2023-06-06
38,Male,Single,2,Not Graduate,No,32561,30389,48,1,Rural,C,0.1893725312256847,0,6,7,406,1,2023-05-29
24,Male,Divorced,0,Graduate,No,60622,85520,12,0,Urban,C,0.2179721387372822,0,13,6,305,0,2023-08-29
26,Female,Married,0,Graduate,No,48170,68171,48,1,Rural,D,0.20557124671497953,0,9,5,559,0,2023-10-28
52,Female,Single,0,Graduate,No,48005,17739,48,1,Rural,C,0.3000517092221869,1,6,4,591,1,2023-09-03
27,Male,Divorced,1,Graduate,Yes,34053,32690,60,0,Urban,A,0.20035161666683407,1,4,6,300,1,2023-06-10
51,Male,Married,0,Graduate,No,26312,18737,48,1,Semiurban,D,0.2340388542756404,0,6,9,688,1,2023-02-09
32,Male,Divorced,0,Not Graduate,No,25479,31186,60,1,Rural,C,0.08227708171135424,0,4,8,379,1,2023-03-19
35,Male,Married,1,Graduate,No,86843,123398,60,1,Semiurban,D,0.054439221354638294,0,4,9,648,1,2023-11-21
45,Female,Married,0,Not Graduate,Yes,112203,104918,36,1,Semiurban,C,0.09431075229301872,2,3,8,632,0,2023-09-19
47,Male,Divorced,1,Not Graduate,Yes,62280,66924,36,0,Semiurban,A,0.31476850741549783,1,1,6,300,1,2023-06-19
33,Male,Single,0,Graduate,No,31557,46430,24,0,Semiurban,A,0.13230316175284135,0,3,9,300,0,2023-12-16
31,Female,Married,0,Not Graduate,No,20818,20722,36,1,Semiurban,B,0.1973182704856415,2,6,6,445,1,2023-04-21
34,Female,Married,2,Graduate,No,141572,168539,24,0,Semiurban,B,0.19307721218113622,0,1,7,362,1,2023-07-25
38,Male,Single,0,Graduate,No,45550,36148,48,1,Semiurban,D,0.18466713238351892,0,7,11,549,1,2023-07-03
43,Female,Married,0,Not Graduate,No,45068,46518,12,1,Rural,C,0.127314489469316,2,5,7,578,1,2023-05-29
35,Male,Single,1,Graduate,No,26934,35610,24,1,Rural,A,0.07323592545070896,0,5,6,503,1,2023-05-01
41,Male,Married,3,Graduate,No,51229,67598,24,1,Rural,B,0.16305702018300974,0,4,11,679,1,2023-02-24
51,Male,Married,1,Graduate,Yes,32732,31218,60,0,Semiurban,C,0.15574917551857437,3,1,2,326,1,2023-06-18
38,Male,Widowed,0,Graduate,No,21424,31832,24,1,Rural,B,0.09950949972061832,0,6,9,513,1,2023-01-05
38,Male,Single,1,Graduate,No,30659,23579,60,1,Urban,A,0.06009327021720919,0,5,8,630,0,2023-05-18
19,Male,Married,1,Not Graduate,No,44422,26344,24,1,Semiurban,B,0.034785798296634945,0,2,15,449,1,2023-09-07
18,Female,Single,1,Graduate,No,78171,61640,48,1,Semiurban,B,0.19217170209638687,0,3,6,585,1,2023-12-30
38,Female,Married,1,Not Graduate,No,16524,14097,36,1,Urban,E,0.07141183318558908,0,4,7,481,1,2023-11-16
34,Male,Married,0,Graduate,No,19547,27217,36,1,Semiurban,E,0.08187645385956552,2,1,5,531,1,2023-03-22
29,Male,Married,0,Graduate,No,29340,8173,60,1,Rural,C,0.25631613803184006,0,8,10,560,0,2023-03-01
37,Female,Divorced,1,Graduate,No,22742,19638,24,1,Rural,B,0.013012196869771477,1,5,7,472,1,2023-06-18
34,Male,Divorced,0,Graduate,No,36361,14319,24,1,Urban,C,0.02685860770029891,1,2,6,576,1,2023-03-22
46,Female,Single,0,Graduate,No,28398,10267,36,1,Semiurban,B,0.1452025200442627,0,4,7,598,0,2023-05-31
35,Female,Married,1,Not Graduate,Yes,38651,52594,48,1,Semiurban,B,0.3232094440124826,0,4,7,468,0,2023-12-31
27,Male,Married,2,Graduate,Yes,39487,32739,60,1,Semiurban,A,0.3030584637649252,0,3,8,568,0,2023-11-14
44,Male,Married,1,Graduate,No,18454,5184,48,1,Rural,A,0.025105064640198026,1,4,4,561,1,2023-08-15
32,Male,Single,1,Graduate,Yes,32715,26100,36,1,Semiurban,A,0.12381891373439487,0,5,10,517,1,2023-06-22
40,Male,Married,3,Graduate,Yes,24358,26014,36,0,Rural,C,0.07611017457336247,1,7,8,300,1,2023-06-23
30,Male,Married,0,Graduate,No,64156,22675,36,1,Semiurban,B,0.12116811776707648,1,4,12,546,1,2023-12-10
28,Female,Married,2,Graduate,No,25852,18428,48,1,Urban,A,0.215008655998217,0,7,4,603,1,2023-03-03
35,Male,Divorced,0,Not Graduate,No,28352,42233,24,1,Semiurban,C,0.1435712370874032,0,6,9,418,1,2023-01-29
35,Male,Married,0,Not Graduate,No,23066,29474,48,1,Semiurban,C,0.06564084910170437,1,4,9,461,1,2023-06-03
39,Male,Single,1,Graduate,No,35777,28182,24,1,Rural,A,0.13927587245562867,0,10,5,561,0,2023-06-15
32,Male,Single,0,Graduate,No,33655,37557,36,1,Urban,D,0.3405041047726897,0,3,9,573,1,2023-11-30
18,Male,Divorced,0,Graduate,No,76183,48290,24,1,Urban,C,0.07676738692573272,2,4,10,607,0,2023-12-16
30,Male,Widowed,0,Not Graduate,Yes,35769,47554,36,1,Rural,B,0.11389006558228941,0,5,8,441,1,2023-03-27
42,Male,Married,0,Not Graduate,No,71159,98130,48,0,Urban,E,0.14208171819643006,2,10,4,316,1,2023-03-18
32,Female,Married,1,Not Graduate,No,78365,73348,12,1,Rural,A,0.09539068384348554,0,5,11,601,1,2023-07-21
32,Male,Divorced,1,Graduate,Yes,30428,6399,12,1,Semiurban,C,0.3004335384580101,0,1,12,475,0,2023-12-25
44,Female,Married,0,Graduate,No,33272,41846,24,1,Urban,A,0.1613308460394529,0,3,7,627,1,2023-10-11
27,Male,Divorced,0,Graduate,No,27258,24222,24,1,Semiurban,B,0.10901246395508259,0,9,5,465,1,2023-01-22
19,Male,Married,1,Not Graduate,No,19656,6422,24,0,Semiurban,A,0.0458472801531756,0,4,7,301,1,2023-10-31
33,Male,Married,1,Not Graduate,No,118097,32910,48,1,Urban,C,0.09490171264854867,0,11,13,667,1,2023-11-13
30,Female,Married,2,Graduate,No,27330,22930,36,1,Urban,B,0.20761404115938517,2,8,2,552,1,2023-04-30
25,Male,Single,1,Not Graduate,Yes,23136,24938,36,1,Urban,E,0.08976872606974247,1,6,7,418,0,2023-04-28
33,Male,Single,0,Not Graduate,Yes,21366,18335,48,1,Urban,C,0.049071964278871,0,5,6,413,1,2023-07-13
39,Male,Married,0,Graduate,No,26563,14897,48,0,Semiurban,E,0.08275372987785908,1,7,14,300,1,2023-11-28
34,Male,Divorced,1,Not Graduate,Yes,31200,37958,12,1,Rural,B,0.09800499539130876,2,3,8,437,1,2023-03-03
38,Male,Married,0,Graduate,No,67597,20379,60,1,Urban,B,0.046308060749376115,0,3,12,679,0,2023-08-01
53,Female,Married,2,Graduate,No,89892,40055,60,1,Semiurban,B,0.19953190347713776,0,2,7,772,0,2023-06-28
31,Male,Single,0,Graduate,No,12826,15213,24,1,Rural,D,0.2154240678312076,0,4,12,475,1,2023-05-01
37,Female,Single,1,Graduate,No,80322,97416,48,1,Semiurban,B,0.08982099640674612,2,3,10,639,1,2023-08-19
29,Male,Married,0,Not Graduate,No,84020,71888,12,1,Rural,E,0.18044545942849496,1,4,13,497,1,2023-05-14
26,Female,Married,0,Graduate,No,26636,8884,12,1,Urban,A,0.0299009545252568,0,2,2,496,1,2023-02-08
29,Female,Married,0,Graduate,Yes,23029,5482,24,1,Urban,D,0.08829126018625301,0,4,8,560,1,2023-11-13
30,Male,Single,2,Graduate,Yes,47143,34400,48,1,Urban,B,0.27832784579338027,0,8,4,633,1,2023-03-22
38,Female,Widowed,2,Graduate,No,26394,16941,48,1,Rural,C,0.23291271011474124,2,6,12,543,1,2023-08-13
58,Female,Married,0,Graduate,Yes,76800,79366,36,1,Semiurban,E,0.13227943033594305,0,2,7,749,0,2023-12-25
27,Male,Divorced,2,Graduate,No,46417,44254,36,1,Rural,D,0.22373154943243712,0,4,11,541,1,2023-04-03
30,Male,Married,0,Graduate,No,24904,17361,36,1,Semiurban,E,0.14970612314413675,2,2,7,527,0,2023-06-27
34,Female,Single,0,Not Graduate,Yes,42031,48254,36,0,Semiurban,C,0.11961443839469521,1,7,5,322,1,2023-09-01
38,Male,Married,0,Not Graduate,No,37614,25309,60,1,Rural,E,0.14950901825600332,0,10,4,521,1,2023-12-02
37,Male,Married,1,Graduate,No,13902,5671,36,1,Urban,C,0.01608591222792867,0,7,7,609,1,2023-11-15
47,Female,Married,0,Not Graduate,Yes,22169,11176,36,1,Rural,D,0.20925043441765667,0,8,9,491,0,2023-12-26
18,Male,Married,2,Not Graduate,Yes,26137,29923,36,1,Urban,C,0.16734285807867766,2,1,3,432,1,2023-08-01
18,Female,Single,0,Graduate,No,43903,51259,60,0,Urban,D,0.08382025597733343,1,2,6,300,1,2023-01-14
30,Female,Married,2,Graduate,No,48203,53755,48,1,Urban,C,0.18054998763436725,1,8,8,580,0,2023-02-19
45,Female,Divorced,0,Not Graduate,No,66388,15166,24,1,Rural,C,0.0823849601962361,0,4,13,514,1,2023-11-29
19,Male,Single,0,Graduate,No,25531,33317,36,1,Semiurban,B,0.19345853776842897,0,8,6,424,1,2023-06-27
18,Male,Single,1,Graduate,Yes,17308,12610,24,1,Urban,C,0.05687647288253917,0,5,6,489,1,2023-04-27
40,Male,Divorced,0,Not Graduate,Yes,23777,31831,60,1,Urban,B,0.10867668975133858,0,11,10,478,1,2023-09-20
37,Male,Single,0,Graduate,No,25513,17449,36,1,Urban,C,0.0441013976969843,0,3,9,549,0,2023-12-16
24,Male,Married,0,Not Graduate,No,24321,35878,12,0,Urban,C,0.11992823841225747,0,6,7,304,1,2023-09-20
25,Male,Married,1,Graduate,No,35925,33139,36,1,Urban,D,0.23823713261628632,0,4,8,551,1,2023-04-11
25,Male,Married,0,Graduate,Yes,51488,23342,36,0,Rural,C,0.032211085442721055,1,4,7,322,1,2023-03-04
36,Male,Married,2,Graduate,No,29556,27082,36,1,Rural,C,0.2018579204870092,1,7,4,569,1,2023-07-18
28,Female,Single,1,Graduate,No,46655,17304,24,1,Rural,B,0.10628296854047849,0,6,9,490,1,2023-02-26
39,Female,Single,2,Not Graduate,No,58984,15851,12,1,Urban,D,0.09766592657715994,1,6,11,504,1,2023-11-15
18,Female,Married,1,Graduate,Yes,36124,12123,12,1,Rural,A,0.20493101985958384,0,5,8,538,0,2023-03-18
26,Female,Married,1,Not Graduate,No,20563,11862,24,1,Urban,D,0.23061456098157945,0,3,5,464,1,2023-09-08
23,Male,Married,0,Graduate,No,31585,21229,36,1,Urban,C,0.06230833853898366,0,5,5,578,0,2023-01-23
32,Female,Married,3,Graduate,Yes,60488,64831,48,0,Urban,A,0.25480149885492065,1,3,4,372,1,2023-02-21
29,Female,Single,1,Not Graduate,No,49768,27110,24,0,Rural,E,0.19234638642992058,0,6,9,300,1,2023-09-03
42,Male,Single,1,Graduate,Yes,21297,30478,12,1,Rural,B,0.17462693120375777,0,6,10,545,1,2023-09-09
18,Male,Divorced,0,Not Graduate,No,65429,25494,48,1,Rural,A,0.09193442151783277,1,8,10,430,1,2023-11-24
35,Male,Married,0,Graduate,No,30782,31128,60,0,Urban,B,0.28199088067316697,0,7,5,300,0,2023-12-28
40,Male,Married,1,Not Graduate,No,21239,9480,36,1,Rural,E,0.11063466363993114,0,6,3,438,1,2023-09-25
53,Male,Single,1,Graduate,No,35740,7948,24,1,Semiurban,D,0.02338415526257997,1,2,13,575,1,2023-03-11
30,Male,Single,0,Not Graduate,Yes,16941,17742,48,1,Urban,E,0.13950545499549297,1,6,7,364,1,2023-06-22
38,Female,Married,0,Not Graduate,No,50267,28666,12,1,Urban,B,0.2333366946883471,1,4,8,516,1,2023-01-19
18,Male,Divorced,1,Graduate,No,64364,21015,60,1,Semiurban,A,0.07140850502057983,0,3,6,527,1,2023-08-23
18,Male,Divorced,0,Graduate,No,22012,25880,60,1,Rural,C,0.19990202344295044,0,6,7,397,1,2023-08-10
43,Female,Divorced,1,Graduate,No,33383,32394,36,1,Rural,B,0.09471179663424775,0,6,14,526,1,2023-02-19
34,Male,Divorced,1,Graduate,No,56151,13110,24,1,Semiurban,C,0.07995469121278523,0,6,9,543,1,2023-11-19
46,Female,Divorced,1,Graduate,No,18668,4757,12,1,Semiurban,C,0.25287504735195604,0,7,6,560,0,2023-02-06
21,Male,Married,1,Graduate,Yes,19718,4617,60,1,Semiurban,B,0.18432790937090607,1,5,6,543,1,2023-01-30
40,Female,Single,1,Graduate,No,32256,10425,48,0,Rural,A,0.13753539830593084,1,4,9,300,1,2023-04-02
53,Male,Married,1,Graduate,No,31588,39531,36,1,Urban,B,0.09189230467756508,0,2,10,664,1,2023-12-17
39,Male,Single,0,Not Graduate,No,37212,21688,12,1,Rural,A,0.1530615164073027,0,5,8,435,1,2023-12-11
37,Male,Single,1,Not Graduate,No,34456,35284,48,1,Urban,E,0.3421926914388809,1,5,7,510,1,2023-02-23
35,Female,Single,0,Not Graduate,Yes,18677,4128,60,1,Urban,E,0.2181176579299996,0,5,8,462,1,2023-05-27
19,Female,Married,1,Graduate,No,16195,7197,48,1,Urban,D,0.09931099730696726,1,9,9,568,1,2023-07-01
48,Male,Married,2,Graduate,No,18787,23133,12,1,Semiurban,A,0.09551463351542744,1,4,11,641,1,2023-08-28
28,Female,Single,0,Graduate,Yes,46697,53144,36,1,Urban,A,0.06410025236122842,1,3,5,528,1,2023-07-21
40,Male,Married,2,Not Graduate,No,58427,45442,24,1,Rural,C,0.23682880488776134,0,4,5,506,1,2023-06-14
19,Female,Divorced,1,Graduate,No,34735,43908,60,1,Semiurban,C,0.10461530124794181,2,1,5,433,1,2023-05-04
23,Female,Married,0,Graduate,No,51806,11261,36,1,Rural,E,0.20353154672854287,1,5,8,538,0,2023-12-20
49,Male,Divorced,0,Graduate,No,26793,17308,48,0,Urban,D,0.11814592683758693,0,4,9,317,1,2023-02-13
31,Male,Single,0,Graduate,No,30225,10537,12,1,Semiurban,A,0.0026751264080204424,0,5,8,506,0,2023-06-01
49,Female,Single,2,Graduate,No,57646,77851,24,1,Rural,E,0.02973355546882665,0,2,11,640,1,2023-02-24
34,Female,Married,0,Graduate,Yes,45825,61266,48,1,Urban,A,0.06350816250405834,1,1,13,608,0,2023-07-10
18,Female,Married,1,Graduate,Yes,39666,9600,48,1,Urban,D,0.09737516304746,0,6,4,592,1,2023-09-28
43,Female,Married,1,Graduate,No,33735,39914,24,1,Semiurban,C,0.29619550846579473,0,3,8,587,1,2023-07-27
29,Male,Married,1,Graduate,No,20351,12784,36,1,Urban,C,0.15686080236741787,2,7,11,601,1,2023-02-27
41,Female,Married,0,Graduate,No,37901,24386,48,0,Urban,C,0.123645616468321,0,5,2,360,1,2023-05-10
35,Male,Divorced,2,Not Graduate,No,42402,45167,48,1,Rural,D,0.18892935428892277,1,5,6,448,1,2023-04-14
19,Female,Married,1,Graduate,No,109541,78654,48,1,Rural,C,0.2528505784661883,2,6,12,656,0,2023-08-18
36,Male,Single,1,Graduate,No,34910,38398,12,1,Semiurban,D,0.2063573608397061,0,5,9,503,1,2023-01-23
56,Male,Married,0,Not Graduate,No,30187,29089,36,1,Urban,A,0.09950455103594812,0,4,4,602,1,2023-06-06
39,Male,Single,1,Not Graduate,No,41811,53367,60,1,Urban,D,0.050894137474032014,1,3,10,516,1,2023-08-12
34,Male,Single,2,Graduate,No,74919,25751,60,1,Urban,E,0.11714192535925315,0,5,5,650,1,2023-11-15
45,Male,Single,1,Graduate,No,43305,40584,36,0,Semiurban,C,0.12009652653788848,0,5,7,313,1,2023-09-14
37,Female,Married,0,Not Graduate,No,33206,11765,60,1,Semiurban,E,0.11336479007708283,1,2,11,482,1,2023-12-17
37,Female,Single,0,Graduate,No,24525,10324,24,1,Urban,B,0.11207967332081484,1,2,6,568,1,2023-10-15
24,Male,Single,0,Not Graduate,No,23950,29564,36,1,Rural,D,0.17993042021713185,0,6,10,362,1,2023-09-27
37,Female,Married,1,Graduate,No,53667,61880,48,1,Semiurban,A,0.07716146182836757,0,8,9,562,1,2023-11-13
45,Female,Married,0,Not Graduate,Yes,31448,12585,24,1,Urban,C,0.12299449542516379,0,5,4,547,1,2023-09-21
26,Male,Married,0,Graduate,No,99060,75236,60,1,Rural,C,0.15677488344138626,0,3,4,671,0,2023-11-26
49,Male,Married,1,Not Graduate,No,37873,35928,36,1,Urban,C,0.19509230367157815,1,2,8,563,1,2023-02-20
34,Female,Single,0,Graduate,No,46352,29948,36,1,Rural,C,0.07177906022571144,2,9,9,539,1,2023-11-17
26,Female,Single,2,Not Graduate,No,27526,17769,24,1,Rural,B,0.14283890871622817,2,3,6,365,0,2023-02-14
44,Male,Single,1,Graduate,No,24071,15938,24,1,Rural,E,0.20889539990012113,1,5,9,501,1,2023-09-25
32,Female,Divorced,1,Graduate,No,53204,57465,36,0,Urban,A,0.054655665854775035,2,6,8,320,1,2023-09-20
42,Male,Married,3,Graduate,No,66027,25672,36,1,Urban,C,0.2847328431066439,0,4,8,741,1,2023-10-12
32,Male,Single,1,Not Graduate,No,22095,17926,24,1,Urban,D,0.31754027788739647,0,2,7,436,1,2023-02-12
34,Male,Married,3,Graduate,No,25147,27732,48,0,Urban,D,0.048652574288447596,1,4,11,300,1,2023-11-13
39,Male,Widowed,1,Graduate,Yes,26122,29803,12,1,Rural,C,0.1008858994799887,0,4,9,612,1,2023-01-19
37,Female,Married,0,Graduate,Yes,50935,22367,48,1,Rural,C,0.1685260846820268,3,8,6,556,1,2023-02-21
18,Female,Divorced,1,Not Graduate,Yes,43515,16077,24,0,Rural,B,0.012770657315311984,1,8,8,301,1,2023-09-26
23,Male,Single,3,Graduate,No,34557,46234,36,0,Urban,B,0.2585585697281757,0,8,8,300,1,2023-12-26
44,Male,Single,1,Graduate,Yes,24588,16312,36,1,Rural,B,0.10976814806790312,0,4,10,592,1,2023-04-19
33,Female,Married,1,Not Graduate,No,81142,48953,36,1,Urban,C,0.2143555441926988,0,7,5,587,1,2023-12-15
29,Female,Married,0,Not Graduate,No,59207,70209,48,0,Rural,C,0.1562153711219053,2,3,6,307,1,2023-08-12
21,Female,Married,0,Graduate,No,13390,11722,60,1,Urban,C,0.15100562279379173,0,6,4,507,1,2023-03-17
24,Female,Married,1,Graduate,Yes,55734,54233,36,1,Rural,C,0.08676801127188744,0,5,3,540,0,2023-12-09
18,Male,Married,2,Graduate,No,31434,28155,36,1,Urban,C,0.2503961390291566,0,2,8,592,1,2023-12-25
33,Female,Married,1,Graduate,No,26882,29602,36,1,Urban,A,0.11303770645048662,1,5,9,603,1,2023-08-30
29,Male,Single,0,Graduate,No,53269,17147,60,1,Rural,D,0.2585516273687079,0,6,9,493,1,2023-09-26
25,Male,Married,0,Graduate,Yes,43282,36726,48,1,Rural,D,0.12032369228811664,1,5,7,582,1,2023-09-25
34,Male,Divorced,1,Not Graduate,No,37967,25562,36,1,Rural,B,0.05159126690069158,1,2,14,441,1,2023-02-08
38,Male,Married,1,Graduate,No,23163,12173,36,1,Urban,D,0.1428232228899063,0,1,7,627,1,2023-04-04
55,Female,Married,0,Not Graduate,No,60316,16334,24,0,Urban,C,0.13771443026310634,1,1,12,331,0,2023-01-23
19,Female,Married,2,Graduate,No,19570,25432,48,1,Urban,A,0.08450949523633262,0,4,8,576,1,2023-10-12
46,Male,Widowed,2,Graduate,No,53480,39773,48,1,Rural,B,0.08364813174416116,0,3,7,672,1,2023-07-04
44,Male,Married,1,Graduate,No,37981,54534,60,1,Urban,A,0.1521453403130369,0,11,5,699,0,2023-06-19
27,Male,Married,1,Not Graduate,No,35672,23690,36,1,Rural,D,0.1199727753202753,0,7,8,454,1,2023-11-14
37,Male,Divorced,1,Graduate,No,27568,33400,48,1,Semiurban,A,0.1649796202683668,0,5,11,467,1,2023-02-20
30,Female,Divorced,2,Graduate,Yes,39432,26113,36,0,Semiurban,A,0.23789307043345412,2,4,6,300,1,2023-12-02
36,Female,Married,2,Graduate,No,18254,23482,48,1,Rural,B,0.018919336496640772,0,7,5,612,1,2023-02-02
50,Female,Married,0,Graduate,No,67327,78636,36,1,Semiurban,B,0.14323295425168092,0,8,6,668,1,2023-05-17
41,Female,Married,4,Graduate,Yes,29688,7470,48,1,Urban,C,0.16575977459283012,0,8,11,673,0,2023-06-05
40,Female,Married,1,Not Graduate,No,25722,22497,12,1,Urban,C,0.18726953425267642,1,9,8,537,1,2023-11-09
30,Male,Divorced,0,Not Graduate,No,32912,13170,12,1,Urban,A,0.035347645434260964,0,5,12,439,1,2023-09-24
20,Male,Divorced,2,Graduate,Yes,30127,37289,48,1,Semiurban,C,0.29768462246916383,0,6,3,441,1,2023-11-15
32,Male,Single,0,Not Graduate,No,67622,93696,60,0,Urban,B,0.2144112533621274,0,5,6,300,1,2023-01-29
47,Male,Married,0,Graduate,No,15265,8845,48,1,Semiurban,B,0.10621869191974326,2,9,11,594,0,2023-09-04
19,Female,Married,0,Not Graduate,No,34992,30576,48,0,Urban,A,0.12309543938855509,1,5,6,300,1,2023-11-30
24,Male,Widowed,0,Graduate,Yes,80127,86469,48,1,Rural,C,0.16213122372444438,0,5,5,617,0,2023-05-05
36,Male,Married,0,Not Graduate,No,37576,50023,36,1,Rural,B,0.08955386706152921,0,7,7,454,1,2023-01-14
25,Male,Married,0,Not Graduate,Yes,39903,30973,24,1,Rural,C,0.10500772271897446,2,5,7,414,0,2023-10-23
27,Female,Single,2,Not Graduate,No,35807,50044,60,1,Urban,B,0.024362441256203477,1,4,6,421,1,2023-10-22
30,Male,Married,2,Graduate,No,26251,33997,60,1,Rural,A,0.2605529924185874,2,2,11,534,1,2023-02-04
21,Female,Single,1,Graduate,No,47576,57741,36,1,Rural,C,0.1597321568223406,0,3,5,502,1,2023-04-13
25,Female,Divorced,0,Not Graduate,Yes,32996,12795,24,0,Urban,C,0.13626711540662767,1,3,8,300,1,2023-03-01
42,Male,Married,0,Not Graduate,Yes,38963,35520,60,1,Rural,B,0.12220571772800357,0,3,4,543,0,2023-06-26
21,Male,Married,1,Graduate,No,47787,53443,48,1,Urban,B,0.20255615356379145,1,5,7,591,0,2023-01-23
19,Female,Married,1,Graduate,No,45296,9700,12,1,Urban,C,0.10593255717012165,1,3,4,586,1,2023-02-14
28,Male,Divorced,1,Graduate,No,38117,43573,24,1,Semiurban,B,0.17090425875589235,2,4,6,525,1,2023-05-12
42,Female,Single,1,Graduate,No,56913,44028,60,0,Urban,B,0.10285435282855691,0,3,9,356,1,2023-03-22
33,Male,Single,3,Not Graduate,No,60224,77533,12,1,Rural,A,0.14578339775046334,1,4,8,460,1,2023-10-20
30,Male,Divorced,0,Not Graduate,No,53764,55373,24,1,Urban,D,0.16988812357463723,0,3,10,489,0,2023-02-23
35,Female,Divorced,1,Graduate,No,61552,15864,36,1,Semiurban,A,0.10752953147321141,1,6,13,520,1,2023-07-09
18,Female,Divorced,1,Not Graduate,No,71530,45248,24,1,Semiurban,D,0.16268493129868122,1,5,6,430,1,2023-05-31
39,Female,Single,0,Graduate,Yes,19867,4778,24,1,Rural,D,0.06402440791081039,0,3,5,466,1,2023-04-17
38,Female,Single,2,Graduate,No,144186,30315,36,1,Urban,E,0.17581673564151923,1,5,8,681,0,2023-07-27
30,Female,Single,2,Graduate,No,39271,57879,24,1,Rural,E,0.2785194221771289,1,9,12,538,1,2023-05-28
45,Female,Single,0,Not Graduate,No,32159,17400,48,1,Urban,E,0.19268836613811036,0,3,8,496,0,2023-06-26
23,Female,Married,1,Not Graduate,No,39509,16039,36,0,Rural,D,0.14366669684853858,0,9,8,331,1,2023-10-21
46,Male,Single,1,Graduate,No,17364,23169,24,1,Rural,A,0.344251999192458,0,7,10,510,1,2023-10-01
36,Male,Married,0,Graduate,No,40824,24560,36,1,Urban,B,0.15446309447447842,0,5,10,649,0,2023-01-17
31,Female,Single,1,Graduate,No,24427,14226,12,1,Urban,A,0.11962323239891028,1,5,9,546,1,2023-05-11
